epoch,train_loss,val_loss
1,0.39793363783267416,0.35831117493765696
2,0.35714929636494935,0.3587532189914158
3,0.3575450196465953,0.35813869002887183
4,0.3565394911883288,0.35822861739567347
5,0.35628337729712917,0.358409136567797
6,0.35595921088688587,0.3593451238700322
7,0.3556667024982795,0.3573046318803515
8,0.35594726479119293,0.35694792539732795
9,0.3553045144705574,0.35740787982940675
10,0.3549120300419057,0.3570251100063324
